position,frequency,adjectives_adverbs,,score
0.1,0.5,0.7,0.7,0.39983074902849475
0.1,0.3,0.0,0.8,0.1703026846558214
0.0,0.1,0.7,1.0,0.3048380680012334
0.1,0.4,0.1,0.7,0.02162688077718009
0.2,0.3,0.4,1.0,0.4414363575558343
0.1,0.8,0.7,0.6,0.7078857980456206
0.1,0.7,0.0,0.6,0.6296659853253732
0.1,0.9,0.9,0.3,0.7458070803239065
0.4,0.5,0.2,1.0,0.5864548249025539
0.2,0.0,0.3,0.0,1.0
0.5,0.0,0.3,0.9,0.5474296386962684
0.0,0.2,0.5,0.3,0.908180204813226
0.1,0.6,0.5,0.3,0.390160635041262
0.3,0.7,0.6,1.0,0.3835508815116628
0.1,0.6,0.8,0.4,0.42508727097247606
0.2,0.5,0.0,0.4,0.5817743239553451
0.1,0.3,0.8,0.5,0.3281569224677289
0.2,0.9,0.6,0.6,0.6787173643667233
0.7,0.7,0.3,0.0,0.804632123673606
0.1,0.4,1.0,1.0,0.18382921276910275
0.9,0.4,0.2,0.3,0.735766154197118
0.2,1.0,0.8,0.9,0.28944567129687826
0.1,0.2,0.3,0.3,0.14065781864122132
0.2,0.0,1.0,0.1,0.500205827714379
0.4,0.0,0.3,0.4,0.741160617074095
0.4,0.2,0.7,0.6,0.8946622464379758
0.2,0.8,0.6,0.3,0.7564691055188211
0.1,0.3,1.0,0.6,0.6753765716903114
0.5,0.3,0.5,0.2,0.8999402767563492
0.5,0.7,0.0,0.2,0.6659892321677038
0.1,0.9,0.4,1.0,0.4882392987610527
0.1,0.2,0.6,0.6,0.3481695268907049
0.6,0.5,0.7,0.2,0.9145131969682626
0.8,0.4,0.7,0.4,0.9152020366507347
0.3,0.2,0.0,1.0,0.5785143464464068
0.1,1.0,0.7,1.0,0.3327948734264243
0.1,0.8,0.3,0.8,0.3496637173436315
0.4,0.5,0.3,0.1,0.47526665320657485
0.0,0.0,0.2,0.3,0.2678142917605014
0.0,0.1,0.6,0.6,0.08563850607097939
0.1,0.2,0.4,1.0,0.03160577848264453
0.3,0.3,0.3,0.7,0.5800860164027329
0.1,0.5,0.7,0.8,0.34934889976205286
0.1,0.7,0.0,0.7,0.3085017420967834
1.0,0.6,0.3,0.7,0.6712361076196799
0.1,0.3,0.4,0.6,0.4068515338852105
0.0,0.6,0.1,0.7,0.6187510863371134
0.2,0.5,0.8,0.2,0.5884210691298548
0.1,0.4,0.8,0.6,0.370028940166565
0.1,0.2,0.8,0.3,0.9357228613910593
0.2,0.2,0.9,0.0,0.6827504904791281
0.1,0.4,0.1,0.8,0.1536810557874896
0.5,0.3,0.5,0.4,0.8810743326041762
0.1,0.6,0.8,0.5,0.7363678209823714
0.2,0.0,1.0,0.3,1.0
0.0,0.1,0.6,0.8,0.07401907496608014
0.1,0.3,0.0,0.9,0.07401907496608014
0.4,0.0,0.3,0.6,0.6085597140885092
0.3,0.6,0.0,1.0,0.5717139402581094
0.2,0.3,0.5,0.1,0.4495415501236837
0.3,0.9,0.3,0.5,0.6540518708382558
0.1,0.7,0.7,0.5,0.48801322673277936
0.1,0.7,0.4,0.0,0.5615611553216522
0.2,0.9,0.6,0.8,0.654655297760756
0.1,0.5,0.5,0.1,0.8783770298122107
0.1,0.9,0.5,0.0,0.3641677539323123
0.1,0.5,0.0,0.0,0.15705766347680084
0.1,0.3,0.8,0.6,0.3271464439127594
0.2,0.4,0.1,0.6,0.5817743239553451
0.7,0.7,0.3,0.6,0.664300924615091
0.2,0.1,0.5,0.3,0.9572156723554567
0.6,0.5,0.7,0.6,0.7478222900567
0.1,0.8,0.3,0.9,0.22025892688963183
0.2,0.8,0.6,0.7,0.654655297760756
0.1,0.3,0.6,0.6,0.6812937961693951
0.1,0.9,0.9,0.5,0.41720110024317564
0.1,0.3,1.0,0.7,0.5233018422254356
0.1,0.8,0.0,0.1,0.6445949140635198
0.1,0.2,0.3,0.4,0.6413023211399119
0.2,0.2,0.0,0.5,0.26452081379324377
0.3,0.7,0.7,0.3,0.47608491597138386
0.1,0.6,0.2,0.5,0.6242613628884605
0.1,0.7,0.0,0.8,0.48823929876105276
0.0,0.2,0.7,0.4,0.4664927032463013
0.1,0.5,0.2,0.6,0.23873923929379132
0.5,0.0,0.4,0.4,0.5265984909116201
0.1,0.2,0.6,0.7,0.24916606774455427
0.1,0.4,0.6,0.3,0.8924919150618311
0.1,0.4,0.4,0.0,0.4986686129791083
0.6,0.5,0.7,0.8,0.6877796519190841
0.0,0.9,0.5,0.6,0.5009888484593963
0.1,0.3,0.2,0.8,0.4313759738585983
0.4,0.5,0.3,0.5,0.6547403246913964
0.1,0.2,1.0,0.1,0.6819797102294796
0.1,0.4,0.8,0.7,0.744092083889276
0.1,0.2,0.5,0.0,0.588076904836986
0.1,0.3,0.4,0.7,0.15248312722229598
0.0,0.2,0.1,0.0,0.34171756628090577
0.1,0.4,0.1,0.9,0.25363007884212424
0.2,0.6,0.7,0.8,0.43160286772274226
0.2,0.0,0.3,0.3,0.4922364698126357
0.1,0.2,0.8,0.4,0.5284301649375063
1.0,0.6,0.5,0.1,0.8760363695488436
0.0,0.1,0.9,0.4,0.27795986676437207
0.1,0.5,0.5,0.2,0.09856885938280485
0.1,0.3,0.0,1.0,0.17228037037116586
0.1,1.0,0.3,0.3,0.668656980669487
0.2,0.2,0.0,0.7,0.3355176188702999
0.1,0.5,0.0,0.1,0.29854744969327707
0.5,0.0,0.4,0.6,0.38144757234013565
0.1,0.8,0.7,0.9,0.2729265535600092
0.6,0.0,0.2,0.3,0.9129756769354961
0.2,0.3,0.5,0.3,0.4958654025577898
0.0,1.0,0.5,0.7,0.6344390240644008
0.1,0.8,0.0,0.2,0.27292655356000917
0.2,0.0,1.0,0.7,0.5493533731016393
0.1,0.3,0.8,0.7,0.370028940166565
0.7,0.7,0.4,0.1,0.804632123673606
1.0,0.6,0.5,0.3,0.8810743326041762
0.2,0.5,0.0,0.8,0.29603885984688055
0.3,0.3,0.4,0.0,0.9145131969682626
0.2,0.4,0.1,0.8,0.5717139402581092
0.1,0.9,0.0,1.0,0.37209559784324886
0.8,0.4,0.9,0.0,0.9572156723554567
0.1,0.3,0.6,0.7,0.19256512637159914
0.1,0.3,1.0,0.8,0.6468004708710269
0.9,0.4,0.3,0.8,0.6624561070711624
0.6,0.5,0.8,0.1,0.6827504904791283
0.0,0.1,0.9,0.7,0.30165849561781
0.1,0.5,0.2,0.7,0.15733205229265554
0.1,1.0,0.8,0.2,0.7008643742599756
0.1,0.9,0.5,0.2,0.35435438178081413
0.1,0.6,0.5,0.6,0.3847473955593606
0.1,0.4,0.6,0.4,0.29962057073325987
0.1,0.2,0.3,0.5,0.253026651919624
0.1,0.7,0.7,0.7,0.6787173643667227
0.8,0.4,0.9,0.2,0.9572156723554567
0.1,0.7,0.4,0.2,0.48801322673277936
0.1,0.9,0.9,0.7,0.7327581494823282
0.1,0.2,0.6,0.8,0.07585780012669578
0.0,0.2,0.2,0.3,0.2783311759969218
0.1,0.3,0.2,0.9,0.2201417882595467
0.2,0.0,1.0,0.9,0.500205827714379
0.1,0.2,1.0,0.2,0.5284301649375063
0.1,0.4,0.1,1.0,0.5624911883571592
0.2,0.5,0.8,0.6,0.7109760910030131
0.1,0.3,0.4,0.8,0.30945037598350617
0.1,0.5,0.5,0.3,0.2357077325522972
0.0,0.7,0.1,0.2,0.6471885737627442
0.1,0.2,0.5,0.1,0.5284301649375063
1.0,0.6,0.5,0.9,0.6712361076196799
0.3,0.2,0.1,0.5,0.5872718490506824
0.6,0.0,0.3,0.1,0.9999999999999998
0.1,0.5,0.0,0.2,0.35999606172182896
0.1,0.9,0.1,0.0,0.33067975192466204
0.3,0.3,0.4,0.2,0.6398120775458827
0.1,0.2,0.8,0.5,0.6819797102294796
0.0,0.6,0.7,0.1,0.9081802048132258
0.2,0.1,0.5,0.6,0.3677343388010369
0.1,0.3,0.1,0.0,0.29962057073325987
0.5,0.0,0.4,1.0,0.5474296386962684
0.1,1.0,0.8,0.3,0.40738391875632857
0.1,0.7,0.0,1.0,0.29133648561180436
0.2,0.2,0.9,0.4,0.9145131969682626
0.2,0.8,0.7,0.2,0.7438539303997398
0.1,0.6,0.2,0.7,0.41199002094888715
0.1,0.3,0.8,0.8,0.5110320042600802
0.0,0.4,0.7,0.1,0.908180204813226
0.1,0.9,0.5,0.3,0.42289952499138783
0.2,0.2,0.1,0.0,0.585987753903514
0.2,0.3,0.5,0.5,0.7187210365593822
0.2,0.5,0.0,1.0,0.31772818065778696
0.5,0.3,0.6,0.3,0.8999402767563492
0.1,0.5,0.8,0.0,0.89792033171309
0.0,0.1,0.7,0.8,0.2048272738525819
0.1,0.3,0.6,0.8,0.10460846942686483
0.6,0.0,0.3,0.4,0.9129756769354961
0.2,0.1,0.0,0.0,0.5423647504103956
0.1,0.7,0.4,0.3,0.3517779499781418
0.4,0.5,0.4,0.0,0.5253216948069468
0.1,0.4,0.6,0.5,0.5491841336921074
0.8,0.4,0.9,0.8,0.879907955615507
0.7,0.7,0.4,0.9,0.6483715161915753
0.1,0.4,0.4,0.2,0.37002894016656496
0.3,0.7,0.7,0.9,0.6540518708382558
0.5,0.7,0.1,0.5,0.6500598237441877
0.3,0.1,0.0,0.4,0.6049982718376736
0.5,0.0,0.5,0.2,0.6156512378413724
0.1,0.4,0.8,0.9,0.37576868242252776
0.0,0.1,0.3,0.0,0.9081802048132258
0.0,0.2,0.1,0.8,0.2783311759969218
0.1,0.8,0.0,0.4,0.3098899768220784
0.3,0.9,0.4,0.2,0.7440920838892762
0.1,0.9,0.1,0.1,0.4983951887601719
0.1,0.2,0.3,0.6,0.3651870797436689
0.1,1.0,0.8,0.4,0.39460619715481304
0.1,0.5,0.5,0.4,0.3517907323027676
0.0,0.2,0.9,0.1,0.3815505786348066
0.1,0.2,0.6,0.9,0.09761269751864533
0.2,0.6,0.8,0.3,0.9376792996525468
0.2,0.5,0.8,0.8,0.7097373408062528
0.1,0.2,1.0,0.3,0.22693283392586494
0.1,0.7,0.1,0.0,0.35177794997814177
0.4,0.2,0.9,0.2,0.9572156723554569
0.4,0.5,0.4,0.2,0.4836296852057946
0.1,0.6,0.2,0.8,0.2958360188182216
0.1,0.2,0.5,0.2,0.6819797102294796
0.7,0.1,0.1,0.4,0.6092983603854266
0.2,0.8,0.7,0.4,0.7564691055188211
0.8,0.4,1.0,0.3,0.9572156723554567
0.1,0.7,0.7,0.9,0.4828346763241402
0.1,0.2,0.8,0.6,0.5229576779325671
0.1,0.3,0.1,0.1,0.6812937961693951
0.1,0.6,0.8,0.9,0.6445949140635198
0.1,0.6,0.5,0.8,0.4828346763241401
0.1,0.3,0.8,0.9,0.19775797038140058
0.1,0.8,0.4,0.2,0.35435438178081413
0.3,0.7,0.8,0.0,0.5749607852715127
0.0,0.4,0.4,0.9,0.6187510863371134
0.1,0.5,0.2,0.9,0.2867858599689045
0.2,0.2,0.9,0.6,0.9145131969682626
0.9,0.4,0.5,0.0,0.9626136421366618
0.2,0.5,0.1,0.1,0.7097373408062528
0.1,0.3,1.0,1.0,0.6812937961693949
0.2,0.3,0.5,0.7,0.6413023211399121
0.1,0.3,0.6,0.9,0.22146785109446737
0.2,0.2,0.1,0.2,0.6483715161915753
0.0,0.2,0.3,0.5,0.32068728721761136
0.1,0.8,0.0,0.5,0.27321600734399326
0.1,0.4,0.6,0.6,0.3658384634478861
0.5,0.7,0.1,0.9,0.5817743239553451
0.1,0.4,0.4,0.3,0.744092083889276
0.7,0.7,0.5,0.4,0.6979819346151704
0.0,0.1,0.8,0.7,0.908180204813226
0.1,0.4,0.8,1.0,0.2742279887421435
0.1,0.5,1.0,1.0,0.39983074902849475
0.1,0.9,0.5,0.5,0.38684347443527034
0.3,0.6,0.1,0.9,0.5817743239553455
0.2,0.1,0.0,0.2,0.28506793596338614
0.6,0.0,0.4,0.1,0.9999999999999998
0.1,0.5,0.5,0.5,0.4562683612512094
0.1,1.0,0.3,0.7,0.6296659853253732
0.1,0.0,0.6,0.9,0.5321889719406367
0.1,0.9,0.9,1.0,0.288487065996041
0.1,0.7,0.1,0.1,0.6787173643667227
0.5,0.3,0.6,0.9,0.6680562488945075
0.4,0.0,0.5,0.2,1.0
0.1,0.4,0.2,0.1,0.4254759567940601
0.7,0.1,0.1,0.8,0.5371099844719438
0.1,0.5,0.0,0.4,0.5734060873454189
0.2,0.6,0.8,0.7,0.48801322673277936
0.0,0.1,0.5,1.0,0.3663137008859607
0.1,0.2,0.3,0.7,0.02679596601017618
0.1,0.7,0.7,1.0,0.2729265535600092
0.1,0.2,0.6,1.0,0.22146785109446743
0.1,0.3,0.4,1.0,0.31772818065778713
0.1,0.8,0.4,0.3,0.7078857980456206
0.1,0.2,1.0,0.4,0.2505043472724986
0.0,0.9,0.5,0.8,0.6296659853253732
0.1,0.6,0.5,0.9,0.2783311759969218
0.2,0.8,0.7,0.6,0.4880132267327793
0.1,1.0,0.8,0.6,0.7256728751941222
0.1,0.5,0.8,0.2,0.5366797647522842
1.0,0.6,0.8,0.1,0.899940276756349
0.1,0.9,0.1,0.3,0.36289733598760343
0.4,0.5,0.4,0.6,0.3605061381776469
0.0,0.3,0.6,0.5,0.7226977657850925
0.1,0.2,0.5,0.3,0.5476698237987944
0.6,0.5,0.9,0.4,0.6827504904791283
0.1,0.3,0.8,1.0,0.4068515338852105
0.1,0.3,0.1,0.2,0.30669289020035395
0.1,0.2,0.8,0.7,0.45781851127597945
0.2,0.1,0.0,0.3,0.22458920611098335
0.1,0.9,0.5,0.6,0.2751592190219323
0.8,0.5,0.0,0.4,0.6680562488945073
0.1,0.4,0.0,0.0,0.3658384634478861
0.3,0.3,0.4,0.8,0.5888435190070086
0.1,0.4,0.6,0.7,0.2913364856118044
0.1,0.3,0.6,1.0,0.5728026604229186
0.1,0.6,0.0,0.0,0.3226095162992441
0.0,0.1,0.8,0.2,0.505133087591011
0.1,0.4,0.4,0.4,0.3226222986238698
0.2,0.3,0.5,0.9,0.3651870797436686
0.1,0.4,0.9,0.0,0.678387945347091
0.2,1.0,1.0,0.1,0.6984993322799963
0.1,0.7,0.1,0.2,0.17127315765573037
0.3,0.4,0.8,0.3,0.5515043615643421
0.1,0.5,0.5,0.6,0.29854744969327707
0.2,0.2,0.1,0.4,0.5800860164027327
1.0,0.6,0.8,0.9,0.6762174797040869
0.2,0.9,0.7,0.7,0.6787173643667233
0.3,0.7,0.8,0.4,0.7621203350951443
0.1,0.7,0.8,0.0,0.6435602289161602
0.3,0.9,0.4,0.8,0.6413023211399121
0.1,0.6,0.2,1.0,0.26006833264282575
0.4,0.5,0.4,0.8,0.6547403246913964
0.1,0.5,0.0,0.5,0.2220712780169676
0.0,0.4,0.0,0.9,0.6187510863371136
0.1,0.4,0.2,0.2,0.3658384634478861
0.1,0.6,0.9,0.0,0.8907372181852662
0.1,0.9,0.1,0.4,0.33279487342642433
0.1,0.6,0.5,1.0,0.41199002094888715
0.2,0.1,0.0,0.4,0.599770749105665
0.7,0.1,0.2,0.3,0.852121735449499
0.0,0.3,0.1,0.7,0.36370322479937134
0.1,0.3,0.3,0.1,0.49353502132151367
0.9,0.4,0.6,0.1,0.9626136421366618
0.1,0.5,0.8,0.3,0.4373716064901942
0.2,0.8,0.7,0.8,0.39690385813250645
0.1,0.3,0.5,0.0,0.5287743292303748
0.1,0.2,0.3,0.8,0.4313759738585984
0.4,0.0,0.5,0.6,0.741160617074095
0.1,0.2,0.7,0.0,0.9357228613910593
0.0,0.3,0.0,1.0,0.6187510863371134
0.1,0.2,1.0,0.5,0.588076904836986
0.3,0.1,0.0,1.0,0.589757605082042
0.2,0.2,0.1,0.5,0.22515942629188251
0.5,0.0,0.6,0.3,0.7132163106233073
0.5,0.3,0.7,0.4,0.8999402767563492
0.3,0.2,0.2,0.2,0.5309775462704898
0.0,0.1,0.7,0.6,0.9081802048132263
0.1,0.3,0.9,0.0,0.4517224106705456
0.7,0.1,0.2,0.5,0.6092983603854266
0.1,0.2,0.5,0.4,0.07566668556197718
1.0,0.6,0.9,0.5,0.8760363695488436
0.1,0.7,0.1,0.3,0.3526301449215375
0.1,0.2,0.8,0.8,0.14451296437791195
0.1,1.0,0.8,0.8,0.38684347443527034
0.4,0.2,0.9,1.0,0.6444340481176218
0.2,1.0,1.0,0.5,0.500390248362324
0.1,0.3,0.7,0.0,0.1873443353853231
0.1,0.5,0.5,0.7,0.18978782108419906
0.9,0.4,0.6,0.5,0.9046249874240506
0.2,0.1,0.0,0.5,0.31406810052030704
0.7,0.7,0.6,0.5,0.6979819346151704
0.2,0.9,0.7,0.9,0.654655297760756
0.1,0.9,0.1,0.5,0.6296659853253732
0.1,0.6,0.3,0.0,0.4500094409967505
0.2,0.2,0.9,1.0,0.6483715161915753
0.2,0.3,0.6,0.0,0.5593428562620585
0.1,0.6,0.9,0.1,0.49695798645622336
0.1,0.5,0.0,0.6,0.3073836412321873
0.0,0.0,0.3,0.7,0.3291326260656977
0.0,0.1,1.0,0.6,0.3979472230652247
0.1,0.6,0.6,0.0,0.3824704316396534
0.5,0.0,0.6,0.5,0.9999999999999998
0.1,0.4,0.2,0.3,0.3757686824225278
0.6,0.0,0.5,0.5,0.9920306420982564
0.3,0.6,0.2,0.4,0.6413023211399124
0.0,0.3,0.7,0.7,0.6471885737627444
0.1,0.5,0.8,0.4,0.5392287753936241
0.2,0.6,0.9,0.2,0.9225535609594177
0.4,0.5,0.5,0.1,0.662674301848845
0.4,0.8,0.3,0.4,0.6659892321677038
0.2,0.8,0.7,1.0,0.37199784586101725
0.2,0.7,0.7,0.5,0.7564691055188207
0.2,0.5,0.9,0.3,0.627500095043911
0.0,0.2,0.6,0.9,0.6187510863371134
0.1,0.3,0.3,0.2,0.370028940166565
0.1,1.0,0.8,0.9,0.33928851606481686
0.1,0.3,0.5,0.1,0.588707358632038
1.0,0.6,1.0,0.1,0.899940276756349
0.3,0.4,0.8,0.7,0.7138331347613072
0.2,0.1,0.0,0.6,0.37577609169794857
0.0,0.2,0.0,0.5,0.6187510863371134
0.1,0.7,0.1,0.4,0.28341881014364323
0.6,0.5,1.0,0.3,0.5905833874783986
0.1,0.2,0.3,0.9,0.04064439279354951
0.7,0.7,0.6,0.9,0.664300924615091
0.1,0.8,0.4,0.6,0.2729265535600092
0.1,0.7,0.8,0.2,0.5480331389339699
0.1,0.3,0.9,0.1,0.9225535609594177
0.1,0.9,0.1,0.6,0.3085017420967834
0.2,1.0,1.0,0.9,0.7104622298482932
0.2,0.1,0.6,0.2,0.9572156723554567
0.1,0.4,0.6,0.9,0.5734060873454189
0.1,0.4,0.0,0.2,0.17820118661254242
0.1,0.3,0.1,0.4,0.058038242693170414
0.1,0.4,0.4,0.6,0.2624096693235888
0.0,0.1,0.6,0.1,0.3159795842460419
0.1,0.2,0.5,0.5,0.043522778936457535
0.1,0.2,0.8,0.9,0.042016983116829804
0.1,0.3,0.7,0.1,0.9225535609594179
0.1,0.6,0.6,0.1,0.6564967076538596
0.3,0.6,0.2,0.6,0.6293005370007242
0.6,0.5,1.0,0.5,0.9145131969682626
0.9,0.4,0.7,0.2,0.9626136421366618
0.0,0.1,0.8,1.0,0.2783311759969218
0.1,0.5,0.0,0.7,0.25363007884212424
0.2,0.0,0.4,0.3,1.0
0.5,0.3,0.7,1.0,0.6680562488945075
0.1,1.0,0.8,1.0,0.29133648561180436
0.3,0.9,0.5,0.3,0.7440920838892762
0.1,0.5,0.8,0.5,0.3129356292534143
0.2,0.3,0.6,0.2,0.4719085006031232
0.0,0.2,0.7,0.5,0.5150076446063275
0.1,0.4,0.2,0.4,0.17784775943811387
1.0,0.7,0.0,0.1,0.6771587501347145
0.3,0.4,0.8,0.9,0.6659892321677038
0.3,0.1,0.1,0.3,0.6586645101184035
0.2,0.6,0.9,0.4,0.3728804380291801
0.0,0.2,0.3,0.1,0.9081802048132258
0.1,0.5,0.3,0.2,0.3901606350412621
0.1,0.7,0.1,0.5,0.24664803443328498
0.1,0.9,0.1,0.7,0.37459150556024134
0.1,0.7,0.8,0.3,0.45433133135832354
0.1,1.0,0.4,0.1,0.354354381780814
0.1,0.6,0.0,0.3,0.6242613628884607
0.1,0.3,0.3,0.3,0.6812937961693949
0.1,0.3,0.5,0.2,0.548013988091663
0.1,0.9,1.0,0.4,0.7458070803239065
0.1,0.7,0.4,0.9,0.34304575794885867
0.3,0.0,0.0,0.2,0.5124073271246282
0.7,0.7,0.7,0.5,0.7389335049964597
0.0,1.0,0.6,0.3,0.7226977657850919
0.1,0.8,0.0,1.0,0.2783311759969218
0.1,0.5,0.5,0.9,0.307443326819417
0.1,0.2,1.0,0.7,0.132397773305748
0.1,0.2,0.7,0.2,0.4386673825466266
0.1,0.2,0.3,1.0,0.19214152397451462
0.6,0.5,1.0,0.9,0.7478222900567
0.0,0.3,0.3,0.5,0.6296659853253732
0.1,0.4,0.0,0.3,0.3183316075802873
0.2,0.1,0.0,0.8,0.4573055499848245
0.1,0.4,0.4,0.7,0.5734060873454189
0.9,0.4,0.7,0.8,0.735766154197118
0.3,0.7,0.9,0.1,0.5884210691298548
0.7,0.1,0.3,0.6,0.6092983603854266
0.1,0.3,0.1,0.5,0.5728026604229186
0.6,0.0,0.6,0.7,0.9129756769354961
0.0,0.1,0.7,0.4,0.908180204813226
0.1,0.3,0.7,0.2,0.4517224106705455
0.1,0.5,0.0,0.8,0.4319794007810986
0.2,0.2,0.1,0.9,0.25446043009600783
0.1,0.2,0.8,1.0,0.2962428167436404
0.1,0.2,0.5,0.6,0.49510259583656424
0.1,0.5,0.8,0.6,0.7564691055188207
0.4,0.5,0.5,0.7,0.6547403246913964
0.1,0.8,0.8,0.7,0.7078857980456206
0.8,0.5,0.2,0.4,0.6458234526286799
0.3,0.2,0.2,0.8,0.2929537745660453
0.1,0.8,0.4,0.8,0.27211180920390327
0.1,0.4,0.2,0.5,0.5734060873454189
0.1,0.7,0.1,0.6,0.33819949586333686
0.1,0.7,0.8,0.4,0.7008643742599756
0.1,0.9,0.6,0.0,0.7458070803239063
0.2,0.8,0.8,0.7,0.5491841336921074
0.0,0.5,0.9,0.0,0.908180204813226
0.1,0.5,0.3,0.3,0.4562683612512094
0.2,0.3,0.6,0.4,0.36840924894702426
0.2,0.7,0.7,0.9,0.6419057480624124
0.1,0.6,0.0,0.4,0.26781429176050137
0.1,0.7,0.4,1.0,0.6296659853253732
0.9,0.4,0.8,0.1,0.9626136421366618
0.1,0.8,0.1,0.0,0.7078857980456208
0.1,1.0,0.9,0.1,0.8849976960613831
0.2,0.1,0.0,0.9,0.2085703980764721
0.2,0.5,0.9,0.7,0.5615611553216521
0.3,0.0,0.0,0.5,0.2625269583606671
0.1,0.6,0.9,0.4,0.8747355901103065
0.0,0.1,1.0,0.3,0.9081802048132258
0.1,0.3,0.3,0.4,0.3450627929388484
0.1,0.3,0.5,0.3,0.5485638150662796
0.1,0.5,0.5,1.0,0.22207127801696766
0.7,0.1,0.3,1.0,0.5371099844719438
0.1,0.6,0.6,0.3,0.4136238252551393
0.1,0.4,0.7,0.0,0.8979203317130903
1.0,0.7,0.1,0.2,0.6771587501347145
0.0,0.3,0.5,0.4,0.475376411232871
0.1,0.4,0.9,0.4,0.4509153456474148
0.1,0.3,0.9,0.3,0.5647832386706411
0.3,0.3,0.5,0.7,0.48873378733674333
0.3,0.4,0.9,0.2,0.5515043615643421
0.1,0.2,1.0,0.8,0.20176163204047554
0.1,0.9,0.1,0.9,0.41199002094888704
0.1,0.8,0.4,0.9,0.6296659853253732
0.1,0.5,0.0,0.9,0.26143266551832894
0.1,0.9,1.0,0.6,0.5003902483623239
0.6,0.6,0.1,0.0,0.5485669989338098
0.1,0.3,0.1,0.6,0.009115692868730233
0.1,0.7,0.1,0.7,0.6296659853253732
0.8,0.5,0.2,1.0,0.6501927058514824
0.5,0.3,0.8,0.7,0.8810743326041762
0.2,0.1,0.0,1.0,0.5787954664201694
0.1,1.0,0.9,0.2,0.3426286259432813
0.2,0.5,0.2,0.0,0.7109760910030131
0.3,0.9,0.5,0.9,0.4951025958365642
0.0,0.0,0.4,0.1,0.4771491381567784
0.0,0.1,0.8,0.0,0.35321006267193694
0.2,0.8,0.9,0.0,0.8979203317130903
0.6,0.0,0.7,0.4,0.9999999999999998
0.1,0.6,0.0,0.5,0.41199002094888715
0.5,0.0,0.7,0.6,0.5582056792725772
0.3,0.7,0.9,0.5,0.7621203350951443
0.2,0.7,0.8,0.0,0.8979203317130903
0.2,0.6,0.9,0.8,0.5491841336921074
0.8,0.5,0.3,0.1,0.8447388652339044
0.1,0.6,0.9,0.5,0.42508727097247606
0.3,0.0,0.0,0.8,0.3787159084370245
0.5,0.7,0.4,0.0,0.8548006714041252
0.1,0.6,0.3,0.4,0.6546552977607558
0.2,0.3,0.6,0.6,0.7187210365593822
0.0,0.4,0.9,0.7,0.7226977657850923
0.1,0.6,0.6,0.4,0.3950068971267839
0.1,0.5,0.6,0.0,0.5640741293857107
0.2,0.3,0.0,0.0,0.39235573468853085
0.1,0.8,0.8,0.9,0.6445949140635198
0.3,0.4,0.9,0.4,0.9169842133532533
0.1,0.9,0.1,1.0,0.3085017420967834
0.0,0.1,0.7,0.2,0.42298790094712774
0.1,0.3,0.3,0.5,0.08622979248382728
0.7,0.7,0.8,0.7,0.6979819346151704
0.1,0.4,0.9,0.5,0.5233807588453356
0.2,0.1,0.1,0.0,0.48395872541703366
0.7,0.1,0.4,0.5,0.852121735449499
0.1,1.0,0.9,0.3,0.5615611553216521
0.1,0.3,0.9,0.4,0.5287743292303748
0.1,0.7,0.8,0.6,0.21029604765235457
0.0,0.3,0.4,0.5,0.6296659853253732
0.1,0.4,0.4,0.9,0.3183316075802873
0.4,0.5,0.6,0.2,0.507348018614786
0.1,0.4,0.0,0.5,0.1374500540333103
0.1,0.5,0.0,1.0,0.5624911883571592
0.3,0.1,0.1,0.9,0.589757605082042
0.5,0.7,0.4,0.2,0.7138331347613069
0.1,0.8,0.1,0.2,0.6445949140635198
0.4,0.0,0.7,0.4,1.0
0.1,0.7,0.5,0.1,0.7008643742599756
0.3,0.7,0.9,0.7,0.5615611553216521
0.1,0.3,0.7,0.4,0.548013988091663
0.9,0.4,0.9,0.2,0.9626136421366618
0.6,0.0,0.7,0.8,0.9129756769354961
0.0,0.1,1.0,0.0,0.505133087591011
0.2,0.8,0.9,0.2,0.6585679983813428
0.1,1.0,0.4,0.5,0.288487065996041
0.1,0.4,0.2,0.7,0.43197940078109853
0.1,0.6,0.9,0.6,0.7363678209823714
0.3,0.0,0.0,1.0,0.5321889719406367
0.1,0.6,0.3,0.5,0.2787013848501847
0.1,0.9,0.2,0.0,0.3992616945321741
0.1,0.9,0.6,0.3,0.35435438178081413
0.2,0.2,0.2,0.5,0.22515942629188251
0.1,0.8,0.5,0.0,0.41362382525513924
0.0,0.1,0.9,0.5,0.5466240695001088
0.1,0.5,0.6,0.1,0.42042277815739365
0.2,0.4,0.3,0.8,0.5817743239553451
0.3,0.9,0.6,0.2,0.5615611553216521
0.5,0.3,0.9,0.2,0.8999402767563492
0.0,0.2,0.1,0.5,0.6187510863371134
0.1,0.7,0.8,0.7,0.3281477562585728
0.2,0.3,0.6,0.8,0.3835508815116626
0.1,0.4,0.7,0.2,0.5640741293857109
0.1,0.4,0.9,0.6,0.8924919150618311
0.1,0.7,0.1,0.9,0.3745915055602414
0.3,0.6,0.3,0.8,0.6234387780968873
0.7,0.7,0.9,0.2,0.9145131969682623
0.2,0.3,0.0,0.2,0.6413023211399121
0.0,0.0,0.4,0.7,0.38446287532704254
0.1,0.3,0.3,0.6,0.08387055245371472
0.4,0.8,0.5,0.4,0.744092083889276
0.1,0.4,0.4,1.0,0.11188740189025116
0.1,0.3,0.9,0.5,0.4675818060372705
